Oxygen,Radius,Myoglobin,Metabolism
0.015,50,0.05,0.087465901
0.016,50,0.05,0.091362971
0.017,50,0.05,0.095141439
0.018,50,0.05,0.098802951
0.019,50,0.05,0.10234904
0.011,50,0.06,0.071798323
0.012,50,0.06,0.076327002
0.013,50,0.06,0.080726862
0.014,50,0.06,0.085003284
0.015,50,0.06,0.089159796
0.016,50,0.06,0.093198678
0.017,50,0.06,0.09712142
0.018,50,0.06,0.100929053
0.019,50,0.06,0.104622412
0.011,50,0.07,0.072793354
0.012,50,0.07,0.077432823
0.013,50,0.07,0.081947317
0.014,50,0.07,0.086342137
0.015,50,0.07,0.090620646
0.016,50,0.07,0.094784875
0.017,50,0.07,0.09883597
0.018,50,0.07,0.102774526
0.019,50,0.07,0.106600859
0.011,50,0.08,0.07365973
0.012,50,0.08,0.078396342
0.013,50,0.08,0.083011631
0.014,50,0.08,0.087510902
0.015,50,0.08,0.091897457
0.016,50,0.08,0.096173193
0.017,50,0.08,0.100339041
0.018,50,0.08,0.104395305
0.019,50,0.08,0.108341923
0.011,50,0.09,0.074423414
0.012,50,0.09,0.079246041
0.013,50,0.09,0.083950761
0.014,50,0.09,0.088542935
0.015,50,0.09,0.093025872
0.016,50,0.09,0.097401415
0.017,50,0.09,0.101670381
0.018,50,0.09,0.105832886
0.019,50,0.09,0.109888606
0.011,50,0.1,0.075103506
0.012,50,0.1,0.080002946
0.013,50,0.1,0.084787646
0.014,50,0.1,0.089463057
0.015,50,0.1,0.094032538
0.016,50,0.1,0.09849794
0.017,50,0.1,0.102860029
0.018,50,0.1,0.107118817
0.019,50,0.1,0.111273807
0.011,50,0.11,0.075714432
0.012,50,0.11,0.080682977
0.013,50,0.11,0.085539709
0.014,50,0.11,0.090290185
0.015,50,0.11,0.094937846
0.016,50,0.11,0.099484585
0.017,50,0.11,0.103931173
0.018,50,0.11,0.108277572
0.019,50,0.11,0.112523185
0.011,50,0.12,0.076267325
0.012,50,0.12,0.081298451
0.013,50,0.12,0.08622046
0.014,50,0.12,0.09103903
0.015,50,0.12,0.0957577
0.016,50,0.12,0.100378434
0.017,50,0.12,0.104902038
0.018,50,0.12,0.10932847
0.019,50,0.12,0.113657086
0.011,50,0.13,0.076770941
0.012,50,0.13,0.081859067
0.013,50,0.13,0.086840563
0.014,50,0.13,0.091721232
0.015,50,0.13,0.096504718
0.016,50,0.13,0.101193076
0.017,50,0.13,0.105787171
0.018,50,0.13,0.11028699
0.019,50,0.13,0.114691878
0.011,50,0.14,0.077232274
0.012,50,0.14,0.08237259
0.013,50,0.14,0.087408567
0.014,50,0.14,0.092346136
0.015,50,0.14,0.097189055
0.016,50,0.14,0.101939477
0.017,50,0.14,0.106598344
0.018,50,0.14,0.111165693
0.019,50,0.14,0.11564089
0.011,50,0.15,0.077656995
0.012,50,0.15,0.082845315
0.013,50,0.15,0.087931415
0.014,50,0.15,0.092921348
0.015,50,0.15,0.09781899
0.016,50,0.15,0.102626596
0.017,50,0.15,0.107345196
0.018,50,0.15,0.111974896
0.019,50,0.15,0.1165151
0.011,50,0.16,0.078049755
0.012,50,0.16,0.083282416
0.013,50,0.16,0.088414816
0.014,50,0.16,0.093453129
0.015,50,0.16,0.098401347
0.016,50,0.16,0.103261831
0.017,50,0.16,0.108035706
0.018,50,0.16,0.112723154
0.019,50,0.16,0.117323638
0.011,50,0.17,0.078414409
0.012,50,0.17,0.083688184
0.013,50,0.17,0.088863513
0.014,50,0.17,0.093946686
0.015,50,0.17,0.098941811
0.016,50,0.17,0.103851354
0.017,50,0.17,0.108676539
0.018,50,0.17,0.113417633
0.019,50,0.17,0.118074165
0.011,50,0.18,0.07875419
0.012,50,0.18,0.084066218
0.013,50,0.18,0.089281484
0.014,50,0.18,0.094406393
0.015,50,0.18,0.09944516
0.016,50,0.18,0.10440036
0.017,50,0.18,0.109273315
0.018,50,0.18,0.114064381
0.019,50,0.18,0.118773162
0.011,50,0.19,0.079071827
0.012,50,0.19,0.084419558
0.013,50,0.19,0.089672095
0.014,50,0.19,0.094835949
0.015,50,0.19,0.099915443
0.016,50,0.19,0.104913255
0.017,50,0.19,0.109830806
0.018,50,0.19,0.114668543
0.019,50,0.19,0.119426151
0.011,50,0.2,0.079369645
0.012,50,0.2,0.084750797
0.013,50,0.2,0.090038215
0.014,50,0.2,0.095238512
0.015,50,0.2,0.100356115
0.016,50,0.2,0.105393803
0.017,50,0.2,0.110353094
0.018,50,0.2,0.115234527
0.019,50,0.2,0.12003787
